Cod_ID,UDH_Atlas,NOME_UDH,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,MULCHEFEFDOM,DOMVULNERACOMID,POPVULNERAVEL15A24,OCUPMMEIOD,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1431490200011,1431490200011,Belém Velho : Boqueirão / Watanabe,2000,71.96,2.49,18.90,22.00,92.81,79.41,51.83,6.37,9.88,1.20,0.00,6.19,1.59,6.73,1.45,7.91,17.97,10.05,98.78,108.77,76.43,7.01,82.21,89.58,30.38,3.08,7.37,79.36,27.77,7.21,43.93,93.74,89.30,32.69,1.84,18.97,77.60,41.79,66.78,45.19,39.36,15.23,24.51,19.35,17.96,1.37,182.20,318.19,445.56,715.77,1015.09,0.42,3.05,4.63,12.28,20.76,31.33,46.87,30.73,4.87,47.53,14.87,29.94,52.47,75.06,8.27,6.39,498.14,121.24,1530.91,249.11,375.27,561.15,1183.95,502.49,37.48,94.84,156.85,0.30,1.35,18.62,9.55,0.00,58.38,0.28,11.24,23.36,0.91,67.20,54.76,3.00,17.12,54.87,24.86,1.41,0.85,30.91,72.40,83.55,95.17,951.81,0.26,,3.92,47.30,80.67,66.62,75.02,,61.32,55.67,22.97,14.39,10.63,97.73,92.97,33.78,100.00,100.00,1.60,,33.34,92.63,6.26,28.27,13.50,38.48,7.57,55.04,9.70,,2.47,0.00,35.26,29.15,49.34,,239,241,251,208,209,210,192,175,144,130,77,243,56,58,26,26,18,2499,240,217,236,230,204,195,186,191,153,136,88,232,84,71,50,46,32,2587,,18,140,2252,98,377,285,279,287,3675,295,925,295,3381,277,630,277,2751,94,90,105,465,1136,324,217,147,1899,1433,843,5085,4242,4133,458,295,3381,4996,,,,,,122.19,85.14,110.75,93.74,32.04,89.53,90.61,0.452,0.446,0.615,0.448,0.783,0.664
1431490200012,1431490200012,Vila Nova : Ventura Pinto,2000,74.22,1.96,15.10,17.54,94.21,82.93,47.26,6.45,10.11,1.62,0.00,3.79,0.59,4.11,0.00,4.96,21.52,15.32,101.39,110.93,76.58,11.24,87.44,91.27,38.37,6.95,21.24,82.47,31.24,5.98,60.46,95.64,91.98,36.10,5.01,12.83,76.74,45.67,73.30,51.43,45.39,22.18,33.71,25.95,23.80,2.97,226.44,356.26,536.82,794.01,1143.37,0.48,0.94,0.96,9.04,14.61,26.20,37.60,38.43,4.51,53.09,13.39,26.91,46.91,77.36,11.48,7.93,649.74,146.54,2496.67,288.39,439.14,649.81,1724.82,652.43,28.00,102.51,169.07,0.40,3.40,17.61,6.91,0.00,61.67,0.28,8.47,23.21,1.81,70.72,55.00,5.26,13.81,58.42,29.99,2.13,0.91,26.17,68.74,81.35,93.63,1158.41,0.37,,3.98,39.18,86.52,73.40,81.66,,25.23,46.86,23.60,13.83,14.04,99.64,95.49,28.64,99.21,99.89,0.83,,21.64,78.76,4.36,22.11,8.42,31.78,1.37,40.71,8.99,,1.24,0.11,33.38,21.77,33.56,,62,53,63,63,52,47,48,39,37,34,20,44,21,12,9,5,8,613,49,61,66,49,52,56,50,38,44,33,28,53,19,21,10,12,7,644,,5,28,635,27,93,73,70,64,936,72,241,80,865,82,169,74,696,20,16,25,101,265,81,61,39,482,367,0,1256,1256,1050,114,72,865,1256,,,,,,117.35,98.71,112.17,95.64,42.20,92.20,86.73,0.514,0.513,0.667,0.513,0.82,0.707
1431490200013,1431490200013,Serraria : Vila dos Sargentos,2000,68.17,2.89,26.70,31.00,90.08,73.06,65.60,2.81,8.30,3.00,3.37,11.53,3.95,12.64,6.02,15.44,28.75,23.64,94.39,106.89,50.44,3.21,82.89,88.14,22.91,1.38,8.79,71.57,18.66,6.40,34.46,91.12,86.79,39.78,6.30,7.78,59.11,30.03,46.78,28.42,23.20,16.91,17.98,9.67,7.31,0.79,117.13,195.99,312.33,488.02,654.93,0.45,8.99,15.68,25.53,37.62,50.34,65.17,32.94,4.27,49.27,13.51,28.42,50.73,76.89,9.76,7.30,339.96,72.60,1119.88,156.96,253.53,379.15,837.54,341.38,47.59,85.00,137.10,0.36,0.90,13.75,17.22,0.40,55.34,0.66,10.37,23.21,1.02,57.57,48.53,4.17,21.65,34.26,12.14,0.93,1.53,38.01,79.86,91.36,97.83,791.54,0.25,,8.14,41.54,71.68,69.87,83.72,,29.92,56.69,32.35,21.85,19.16,98.24,83.81,46.57,99.95,100.00,1.11,,59.27,91.21,8.88,52.03,34.03,53.34,6.03,81.31,21.05,,2.46,0.00,43.12,46.10,66.84,,302,260,255,211,190,148,162,116,103,64,40,268,37,19,4,8,6,2193,298,214,258,185,159,164,134,129,96,78,42,244,31,37,19,12,16,2116,,39,135,1675,129,367,271,261,330,2723,326,909,305,2397,264,583,262,1814,141,122,103,497,1190,121,214,172,1360,917,0,4309,4309,3197,474,326,2397,4309,,,,,,112.37,61.13,101.03,91.12,26.56,86.79,82.28,0.284,0.351,0.522,0.327,0.72,0.603
1431490200014,1431490200014,Restinga : Chácara do Banco,2000,72.15,2.43,18.60,21.60,92.94,79.72,51.31,4.33,9.31,2.48,2.86,6.27,2.19,6.58,1.82,7.75,18.30,14.57,98.11,104.39,75.89,4.45,87.28,91.15,43.51,2.12,11.60,75.98,20.15,7.84,53.33,93.86,89.92,27.13,4.63,9.70,66.69,53.15,53.37,36.80,32.66,18.33,21.38,15.83,14.44,1.30,162.67,279.80,455.49,702.75,976.05,0.47,6.07,10.65,15.52,25.19,36.86,54.06,34.69,4.08,50.90,12.63,26.77,49.10,78.35,10.99,8.06,506.07,103.17,1755.63,216.39,357.76,565.07,1287.97,510.88,42.89,89.30,150.46,0.39,4.05,18.79,8.39,0.00,53.02,0.58,13.80,26.40,1.59,61.01,51.62,2.38,15.70,42.35,19.46,0.99,2.92,31.01,69.82,82.43,93.82,1037.54,0.33,,5.21,43.35,78.22,70.20,84.07,,24.67,41.30,29.09,16.74,15.41,98.22,90.47,36.25,99.16,98.18,2.96,,46.64,88.40,6.14,40.72,21.13,44.31,4.63,59.98,14.11,,2.51,1.82,38.26,4.83,85.13,,295,254,285,246,217,226,189,185,177,127,71,259,50,43,32,20,6,2678,268,251,251,266,222,198,224,193,172,106,93,263,57,47,34,30,22,2691,,26,137,2434,126,403,313,294,321,3782,315,1046,328,3467,332,732,333,2736,116,114,121,509,1227,233,251,143,1911,1395,973,5369,4396,4287,505,315,3467,5361,,,,,,110.25,94.01,106.67,93.86,46.91,90.18,80.59,0.368,0.479,0.613,0.439,0.786,0.666
1431490200015,1431490200015,Vila Nova : João Salomoni / Joaquim de Carvalho,2000,75.65,1.46,12.90,15.05,95.00,85.03,36.80,4.19,10.80,0.00,0.00,0.80,0.32,0.87,0.57,0.98,16.91,8.87,97.05,109.33,67.22,35.78,89.30,93.20,43.28,21.36,26.49,79.89,33.81,13.45,74.12,98.93,93.38,30.09,1.42,7.21,81.22,60.97,77.13,59.02,55.02,35.20,51.95,40.91,38.48,11.05,293.46,480.86,780.84,1366.46,1904.26,0.50,1.16,2.54,5.36,10.68,16.09,26.45,37.50,3.70,53.95,11.50,23.98,46.05,73.98,13.04,9.38,981.57,181.57,3680.85,382.99,612.37,1082.90,2648.01,981.57,55.21,99.99,157.08,0.46,0.78,16.39,6.38,0.00,63.98,0.47,11.28,21.14,5.45,68.76,49.91,5.81,15.53,69.22,49.96,12.22,2.32,21.59,53.26,63.94,84.27,1660.86,0.44,,1.33,39.50,77.24,69.97,91.40,,37.13,62.62,23.72,13.33,14.29,100.00,97.40,25.50,99.75,100.00,0.17,,25.29,73.51,1.07,20.86,7.85,31.09,2.50,51.25,7.09,,0.67,0.00,37.87,24.70,59.25,,85,118,112,103,85,85,96,130,99,77,45,92,23,12,9,5,1,1177,67,123,131,118,90,84,150,148,139,71,57,100,40,32,29,13,7,1399,,3,61,1285,31,197,143,148,95,1991,155,464,147,1836,130,309,136,1527,26,37,35,199,551,108,123,85,1109,860,0,2576,2576,2232,241,155,1836,2572,,,,,,115.08,82.76,105.66,98.93,54.73,95.05,93.57,0.59,0.629,0.738,0.616,0.844,0.773
1431490200016,1431490200016,Restinga : Governador Walter Perachi ( 4ª Unidade ),2000,67.52,3.27,28.20,32.77,89.56,71.92,53.44,4.84,8.11,1.21,3.42,5.43,2.46,5.62,3.06,6.61,27.29,21.20,88.05,102.25,41.98,2.22,80.13,86.49,19.78,1.70,8.29,65.52,16.65,5.30,31.69,88.66,83.20,39.74,3.65,8.25,57.91,25.72,41.49,28.63,24.48,7.46,11.93,7.63,6.25,0.30,109.81,183.50,259.93,390.42,581.23,0.40,7.97,11.85,28.38,37.58,59.57,69.69,28.96,5.14,45.53,15.51,31.39,54.47,83.12,7.47,5.87,278.23,71.49,805.80,144.28,220.88,321.14,633.37,279.35,46.64,87.52,144.60,0.28,0.70,15.77,20.43,0.00,51.52,0.56,10.62,22.11,0.45,58.87,53.77,1.52,21.57,31.90,9.19,0.51,0.57,43.49,86.58,95.18,99.40,663.68,0.17,,5.44,45.88,74.51,76.31,83.64,,55.68,68.05,28.89,17.89,15.81,97.24,87.75,52.41,95.91,99.58,2.16,,55.88,91.71,11.34,50.89,34.93,47.52,5.75,70.56,25.21,,1.12,0.42,39.91,52.32,57.99,,90,51,62,62,50,39,37,32,45,19,19,47,12,13,5,5,3,586,68,51,62,71,49,34,44,39,41,33,21,53,15,12,12,4,6,612,,6,33,585,31,83,60,63,101,839,73,256,74,766,75,183,83,583,26,23,27,96,252,58,51,37,440,308,0,1198,1198,941,102,73,766,1197,,,,,,108.16,46.44,93.62,88.66,20.69,83.33,78.82,0.286,0.307,0.495,0.3,0.709,0.57
1431490200017,1431490200017,Restinga : Vila Bita,2000,69.06,2.77,24.70,28.70,90.77,74.60,65.16,2.54,8.60,4.82,1.21,4.59,3.04,4.91,3.73,5.42,36.13,28.80,93.57,102.82,67.78,4.34,81.85,85.72,28.56,1.40,12.34,71.18,22.45,3.80,34.41,88.36,83.83,38.32,4.09,13.54,60.90,33.75,43.81,33.72,31.07,16.47,16.16,14.42,13.96,1.58,146.41,249.14,351.38,550.10,733.50,0.43,3.73,6.19,18.42,29.43,42.16,54.76,31.86,4.74,47.86,14.70,29.70,52.14,79.77,8.67,6.51,395.84,93.79,1261.08,197.22,296.83,444.12,947.26,399.24,33.85,89.27,150.81,0.32,0.48,16.38,12.34,0.00,58.99,0.47,8.96,19.28,0.83,64.65,51.72,7.18,20.52,39.54,19.01,1.25,0.57,35.99,77.05,88.87,98.21,846.99,0.25,,1.55,44.65,77.36,73.17,83.59,,33.87,51.74,20.30,15.23,9.92,97.92,85.00,45.78,98.31,99.47,4.90,,50.85,87.66,11.64,44.22,24.60,41.35,5.71,63.12,13.12,,1.09,0.53,32.45,39.46,29.48,,182,114,98,99,108,110,85,54,42,29,24,136,14,10,8,4,4,1116,158,121,100,107,120,102,89,67,45,31,26,125,25,11,13,5,5,1145,,4,55,954,73,177,145,119,199,1427,124,403,114,1304,112,280,111,1024,68,57,55,261,561,58,121,57,742,536,0,2260,2260,1662,235,124,1304,2259,,,,,,109.69,77.09,101.08,88.36,31.32,84.56,74.55,0.337,0.364,0.547,0.355,0.734,0.627
1431490200018,1431490200018,Restinga : Restinga Nova ( 3ª Unidade ) / Nilo Wulf,2000,73.29,2.08,16.60,19.29,93.66,81.52,45.08,6.55,9.60,1.50,1.78,3.15,0.89,3.27,0.93,3.90,23.77,19.01,97.67,108.72,69.43,16.72,82.92,89.60,35.12,8.68,13.94,76.59,35.12,11.59,55.96,92.19,87.80,28.25,5.15,13.55,56.24,41.72,66.69,50.06,45.93,23.18,30.87,25.08,23.64,2.98,217.52,342.59,522.18,845.91,1171.25,0.46,3.95,8.77,12.77,23.84,24.48,40.23,33.97,4.04,50.32,13.58,27.69,49.68,72.93,10.00,7.41,600.32,121.14,2039.22,286.54,423.46,659.92,1510.56,601.84,40.77,87.79,142.20,0.39,0.79,17.10,5.85,0.00,63.47,1.01,9.96,22.09,2.18,65.17,51.22,6.45,17.50,58.13,31.96,3.63,0.56,27.73,66.82,78.70,91.62,1149.15,0.36,,7.21,38.16,77.92,68.29,83.92,,48.42,61.77,34.14,18.11,18.54,99.60,94.10,32.88,99.42,100.00,1.40,,28.79,86.06,7.81,24.95,10.56,36.20,5.69,44.14,10.16,,2.80,0.00,45.79,16.22,61.49,,389,374,487,430,331,245,238,244,279,242,168,329,111,82,49,32,19,4045,346,367,464,441,318,294,304,324,356,357,250,348,173,163,118,65,49,4732,,53,204,4160,159,600,453,449,454,6626,535,1822,593,6091,578,1287,546,4804,122,148,136,670,1804,575,367,260,3672,2767,0,8777,8777,7367,741,535,6091,8772,,,,,,119.51,83.89,109.49,92.19,36.00,88.05,80.73,0.501,0.443,0.637,0.462,0.805,0.694
1431490200019,1431490200019,Restinga : Restinga Velha,2000,68.17,2.89,26.70,31.00,90.08,73.06,59.95,4.44,8.30,1.65,2.97,9.11,3.03,9.80,2.82,11.98,28.75,23.64,94.39,106.89,50.44,3.21,82.89,88.14,22.91,1.38,8.79,71.57,18.66,6.40,34.46,91.12,86.79,39.78,6.30,7.78,59.11,30.03,46.78,28.42,23.20,16.91,17.98,9.67,7.31,0.79,117.13,195.99,312.33,488.02,654.93,0.45,8.99,15.68,25.53,37.62,50.34,65.17,32.94,4.27,49.27,13.51,28.42,50.73,76.89,9.76,7.30,339.96,72.60,1119.88,156.96,253.53,379.15,837.54,341.38,47.59,85.00,137.10,0.36,0.90,13.75,17.22,0.40,55.34,0.66,10.37,23.21,1.02,57.57,48.53,4.17,21.65,34.26,12.14,0.93,1.53,38.01,79.86,91.36,97.83,791.54,0.25,,8.14,41.54,71.68,69.87,83.72,,29.92,56.69,32.35,21.85,19.16,99.06,83.81,46.57,99.95,100.00,1.11,,59.27,91.21,8.88,52.03,34.03,53.34,6.03,81.31,21.05,,2.46,0.00,43.12,46.10,66.84,,389,363,336,353,225,221,216,180,161,114,71,324,47,55,30,24,7,3116,335,379,393,311,236,223,220,228,180,140,112,359,100,73,43,28,29,3389,,60,182,2738,151,605,441,445,437,4356,437,1393,447,3919,442,956,423,2963,136,167,126,653,1695,289,379,241,2316,1612,0,6505,6505,5098,742,437,3919,6497,,,,,,112.37,61.13,101.03,91.12,26.56,86.79,82.28,0.284,0.351,0.522,0.327,0.72,0.603
1431490200020,1431490200020,Restinga : Restinga Nova / Área Fleck / Strighini / Vale do Salso / Rincão,2000,74.22,1.96,15.10,17.54,94.21,82.93,53.57,4.99,10.11,2.84,1.17,6.24,3.21,6.64,3.90,7.40,21.52,15.32,101.39,110.93,76.58,11.24,87.44,91.27,38.37,6.95,21.24,82.47,31.24,5.98,60.46,95.64,91.98,36.10,5.01,12.83,76.74,45.67,73.30,51.43,45.39,22.18,33.71,25.95,23.80,2.97,226.44,356.26,536.82,794.01,1143.37,0.48,0.94,0.96,9.04,14.61,26.20,37.60,38.43,4.51,53.09,13.39,26.91,46.91,77.36,11.48,7.93,649.74,146.54,2496.67,288.39,439.14,649.81,1724.82,652.43,28.00,102.51,169.07,0.40,3.40,17.61,6.91,0.00,61.67,0.28,8.47,23.21,1.81,70.72,55.00,5.26,13.81,58.42,29.99,2.13,0.91,26.17,68.74,81.35,93.63,1158.41,0.37,,3.98,39.18,86.52,73.40,81.66,,25.23,46.86,23.60,13.83,14.04,96.87,95.49,28.64,99.21,99.89,0.83,,21.64,78.76,4.36,22.11,8.42,31.78,1.37,40.71,8.99,,1.24,0.11,33.38,21.77,33.56,,120,111,96,87,92,77,89,91,64,54,33,110,29,17,15,8,6,1100,121,96,93,103,100,85,88,84,70,54,34,110,33,22,17,13,14,1137,,8,45,1067,48,165,124,121,148,1568,114,379,112,1454,109,265,108,1189,46,49,50,214,492,112,96,55,809,614,0,2236,2236,1775,207,114,1454,2225,,,,,,117.35,98.71,112.17,95.64,42.20,92.20,86.73,0.514,0.513,0.667,0.513,0.82,0.707
1431490200021,1431490200021,Jardim Isabel,2000,78.28,1.16,9.40,11.01,96.31,88.63,29.96,6.95,12.37,0.00,0.00,0.85,0.16,0.92,0.66,1.10,5.28,3.34,98.45,99.12,97.03,89.06,91.75,93.10,72.92,52.96,56.10,89.47,58.95,29.55,93.00,98.45,95.58,7.57,0.24,4.16,92.69,89.83,95.20,84.16,81.82,78.33,86.39,74.44,71.91,36.61,878.44,1626.74,2440.11,4294.60,6394.07,0.49,0.12,0.23,1.20,4.14,4.43,12.45,36.47,3.26,53.91,11.63,25.12,46.09,76.84,12.54,9.27,3005.64,490.42,10962.31,1257.29,2027.29,3152.09,8101.12,3005.64,32.53,116.73,171.63,0.47,0.27,20.21,3.41,0.00,61.79,0.73,12.71,24.51,16.32,75.24,40.63,6.58,9.52,92.45,84.91,43.06,2.43,10.68,26.95,36.22,51.64,4646.79,0.65,,0.00,20.14,72.39,69.01,89.68,,,46.48,17.98,8.43,9.06,100.00,95.90,8.03,100.00,100.00,0.00,,8.13,43.90,1.55,6.22,2.09,12.68,1.35,16.33,0.89,,0.13,0.00,38.37,5.85,100.00,,37,66,103,104,76,50,52,71,79,78,62,52,60,31,10,9,6,941,50,61,101,118,76,58,100,95,76,103,71,59,29,22,21,20,24,1080,,0,24,1089,15,103,78,82,56,1698,120,426,130,1578,134,306,136,1272,16,24,18,111,333,141,61,65,911,692,0,2021,2021,1825,127,120,1578,2000,,,,,,101.42,105.72,102.79,98.45,86.03,97.29,95.01,0.842,0.885,0.903,0.87,0.888,0.953
1431490200022,1431490200022,Hípica : Vila Guabiroba / Juca Batista 6005,2000,68.53,2.81,25.90,30.05,90.36,73.69,47.51,3.94,8.70,3.39,0.00,5.35,1.91,5.76,4.12,6.96,27.56,20.51,98.40,112.12,50.22,2.14,87.79,91.21,24.73,1.84,14.45,81.21,26.17,6.72,46.22,93.31,90.63,50.10,8.79,11.14,63.70,31.47,41.12,30.20,27.61,5.88,8.00,8.97,9.20,0.50,131.77,210.34,308.43,502.66,683.23,0.46,6.86,10.41,21.72,30.02,48.63,59.82,35.00,4.42,51.03,13.47,27.62,48.97,70.06,10.39,7.58,369.07,81.54,1291.77,167.06,261.16,393.91,941.66,371.96,41.07,85.84,143.82,0.38,0.31,14.00,16.76,0.00,57.13,0.34,10.24,26.43,0.91,55.11,47.18,2.52,22.09,34.75,11.77,0.63,1.49,37.78,78.49,91.25,98.55,756.52,0.19,,6.81,37.08,79.68,72.90,79.04,,48.35,44.23,34.08,19.21,25.56,99.19,82.15,46.89,98.50,99.93,3.32,,54.14,85.55,6.69,48.60,29.97,51.37,4.24,70.40,15.50,,0.89,0.07,32.39,45.83,26.58,,28,18,20,29,27,26,16,16,11,13,7,25,5,6,2,1,0,246,28,17,24,31,22,21,15,19,14,12,8,25,5,4,3,2,3,250,,2,9,241,15,30,24,21,28,355,25,104,30,330,34,79,37,252,14,15,10,40,95,20,17,13,180,125,0,496,496,390,35,25,330,496,,,,,,118.41,58.17,105.06,93.31,27.73,90.63,83.10,0.302,0.368,0.536,0.345,0.726,0.616
1431490200023,1431490200023,Hípica : Beco do Adelar,2000,70.14,2.65,22.40,26.07,91.56,76.42,54.41,2.91,9.09,3.14,1.38,9.12,2.15,9.92,3.20,12.13,30.19,24.07,88.09,100.12,56.35,6.14,79.37,84.25,31.09,3.82,11.28,79.53,21.64,9.17,50.25,91.77,88.41,33.92,1.96,10.00,55.39,39.35,54.49,36.31,31.60,24.00,26.08,17.58,15.38,1.08,162.67,263.53,393.67,608.56,899.91,0.45,5.86,9.65,16.04,24.91,38.52,53.45,33.00,4.32,49.45,13.79,28.34,50.55,81.03,9.57,7.17,448.29,96.73,1479.42,212.47,325.93,497.93,1108.38,452.27,40.68,83.11,150.54,0.36,1.04,20.55,14.37,0.14,52.68,0.27,9.57,25.63,1.96,63.55,51.48,3.41,16.43,41.30,21.64,0.92,1.18,34.52,77.91,86.94,96.50,881.99,0.29,,4.72,48.94,79.30,74.21,81.81,,53.13,51.21,20.42,14.24,13.96,99.13,91.93,42.40,99.75,99.79,0.38,,42.60,88.72,8.23,38.34,20.72,42.89,6.04,62.31,14.43,,2.36,0.21,38.45,35.30,55.90,,182,182,191,187,122,124,125,117,101,74,45,197,26,13,10,9,3,1708,191,177,158,147,128,139,142,131,106,69,50,181,42,27,18,13,7,1726,,17,107,1563,79,287,224,209,215,2324,218,683,226,2106,193,465,195,1641,79,83,83,367,872,100,177,95,1177,872,0,3434,3434,2683,359,218,2106,3434,,,,,,115.39,67.84,102.33,92.19,35.66,88.56,70.82,0.363,0.422,0.58,0.401,0.752,0.647
1431490200024,1431490200024,Guarujá : Vila Oliveira / Beco do Picapau / Beco Guará,2000,68.53,2.81,25.90,30.05,90.36,73.69,56.25,4.08,8.70,2.96,0.00,7.89,2.17,8.83,7.91,11.18,27.56,20.51,98.40,112.12,50.22,2.14,87.79,91.21,24.73,1.84,14.45,81.21,26.17,6.72,46.22,93.31,90.63,50.10,8.79,11.14,63.70,31.47,41.12,30.20,27.61,5.88,8.00,8.97,9.20,0.50,131.77,210.34,308.43,502.66,683.23,0.46,6.86,10.41,21.72,30.02,48.63,59.82,35.00,4.42,51.03,13.47,27.62,48.97,70.06,10.39,7.58,369.07,81.54,1291.77,167.06,261.16,393.91,941.66,371.96,41.07,85.84,143.82,0.38,0.31,14.00,16.76,0.00,57.13,0.34,10.24,26.43,0.91,55.11,47.18,2.52,22.09,34.75,11.77,0.63,1.49,37.78,78.49,91.25,98.55,756.52,0.19,,6.81,37.08,79.68,72.90,79.04,,48.35,44.23,34.08,19.21,25.56,96.59,82.15,46.89,98.50,99.93,3.32,,54.14,85.55,6.69,48.60,29.97,51.37,4.24,70.40,15.50,,0.89,0.07,32.39,45.83,26.58,,71,49,66,51,38,39,39,36,25,16,10,60,7,8,5,0,1,516,40,53,69,51,32,30,50,38,23,18,10,53,8,14,8,5,2,500,,7,27,450,29,85,64,62,61,691,74,235,76,617,86,161,78,456,21,27,19,103,261,42,53,41,355,236,0,1016,1016,793,102,74,617,1012,,,,,,118.41,58.17,105.06,93.31,27.73,90.63,83.10,0.302,0.368,0.536,0.345,0.726,0.616
1431490200025,1431490200025,Guarujá : Vila Guarujá / Santina,2000,75.94,1.39,12.50,14.56,95.16,85.45,52.05,4.14,11.52,4.35,0.00,5.41,1.47,5.90,2.22,6.94,11.12,6.14,105.15,103.05,110.29,40.91,89.48,90.06,56.52,18.89,25.26,85.20,38.97,18.72,73.99,97.79,94.14,20.03,2.11,13.88,85.43,68.12,85.69,71.27,68.41,48.59,59.17,52.11,50.71,12.33,390.42,704.70,1037.05,1594.21,2050.35,0.44,,,1.80,3.56,8.81,14.92,33.15,4.48,48.49,13.67,28.58,51.51,77.01,9.70,7.10,1163.23,260.48,3856.26,534.48,867.41,1333.53,2820.27,1163.23,,117.43,182.30,0.36,0.16,18.66,4.01,0.00,68.15,0.40,7.96,21.47,4.49,72.60,49.33,10.00,13.17,80.56,62.54,14.26,1.54,14.41,44.08,56.09,80.44,1915.67,0.40,,4.75,41.64,80.98,71.46,89.03,,30.16,39.38,27.48,12.32,16.42,100.00,97.69,24.04,100.00,100.00,0.00,,10.43,74.74,2.21,10.75,3.09,20.57,1.65,24.59,2.78,,0.47,0.00,23.56,11.91,49.96,,24,30,28,23,19,17,18,16,14,18,13,24,7,1,2,2,1,257,26,29,28,21,26,25,20,22,24,15,4,34,7,6,5,2,4,298,,3,13,254,10,46,36,31,26,388,32,100,31,356,31,68,31,288,14,15,9,56,134,23,29,14,209,160,0,555,555,447,59,32,356,555,,,,,,111.42,120.15,113.95,97.79,64.07,95.29,89.70,0.713,0.69,0.78,0.698,0.849,0.8
