Cod_ID,UDH_Atlas,NOME_UDH,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,MULCHEFEFDOM,DOMVULNERACOMID,POPVULNERAVEL15A24,OCUPMMEIOD,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1431490200146,1431490200146,Partenon : Padre Tedesco / Nelson Zang,2000,75.21,1.72,13.60,15.80,94.77,84.39,47.12,10.72,10.73,10.81,20.51,4.42,10.20,3.17,0.00,1.48,23.29,14.66,103.23,110.68,84.76,25.81,89.02,91.97,46.34,16.99,21.86,86.84,36.04,11.90,60.50,97.20,94.22,32.05,3.43,12.15,71.46,52.41,76.31,58.05,53.76,39.68,48.81,39.84,37.73,8.78,260.28,456.79,690.06,1171.25,1756.88,0.48,1.42,2.91,7.45,16.78,19.32,32.22,36.11,3.81,52.86,12.22,25.62,47.14,74.30,11.82,8.65,837.05,159.67,3022.86,351.89,560.86,900.38,2212.47,837.05,46.90,94.62,155.96,0.42,0.45,17.62,4.74,0.00,66.75,0.46,7.87,21.22,3.46,69.03,48.74,10.49,15.25,67.22,47.22,9.22,0.84,22.72,59.26,71.04,86.66,1516.35,0.44,,6.69,49.80,83.52,68.31,84.84,,47.72,48.33,32.27,16.79,20.29,100.00,96.38,26.54,99.62,100.00,0.12,,29.86,78.14,2.80,22.27,10.08,31.47,1.85,47.14,5.26,,1.54,0.00,28.95,2.74,77.97,,23,25,37,33,20,19,29,24,12,19,10,28,10,13,2,8,3,315,19,22,31,36,27,24,31,25,27,16,21,30,18,16,14,8,10,375,,3,19,344,10,37,27,30,19,543,39,137,45,504,48,98,40,406,13,11,8,57,133,74,22,17,304,237,0,690,690,590,47,39,504,629,,,,,,121.21,96.23,114.02,97.20,47.01,94.16,82.29,0.581,0.56,0.708,0.567,0.837,0.747
1431490200147,1431490200147,Partenon : São Guilherme / Luizinha / Tijuca,2000,71.59,2.57,19.60,22.80,92.57,78.81,52.04,4.81,9.29,1.90,1.34,4.52,1.68,4.83,3.61,5.65,19.82,13.74,98.74,114.54,56.18,10.66,88.82,95.16,35.87,6.34,17.42,80.42,27.87,6.28,56.48,95.81,91.64,34.93,5.46,8.42,76.43,42.90,58.74,44.74,41.35,22.29,27.10,21.50,20.14,1.03,175.69,294.77,464.11,692.99,958.96,0.43,4.81,9.23,13.74,25.16,33.90,50.34,31.62,4.33,48.13,13.90,29.38,51.87,78.96,9.10,6.93,493.05,106.75,1558.83,235.87,381.64,554.40,1186.56,493.05,47.65,84.69,151.79,0.35,0.00,18.46,8.33,0.00,62.56,0.42,9.76,18.12,0.71,68.03,59.29,3.83,17.24,52.10,27.05,1.17,0.80,30.22,73.67,85.56,97.35,911.31,0.24,,2.39,47.12,81.27,76.10,86.16,,37.25,59.67,22.99,15.44,9.69,97.68,96.27,31.87,100.00,100.00,0.25,,40.20,82.58,4.19,33.59,18.48,36.04,2.77,50.77,11.42,,1.29,0.00,35.52,31.19,57.28,,189,157,192,161,140,117,107,113,100,90,34,196,53,39,13,8,6,1715,170,172,177,170,165,140,138,120,126,78,76,168,55,34,35,18,19,1861,,8,106,1750,78,263,197,203,205,2524,224,700,232,2300,220,476,208,1824,76,76,67,354,841,172,172,103,1351,1004,0,3576,3576,2853,329,224,2300,3576,,,,,,123.41,75.46,110.43,95.81,39.67,91.85,90.93,0.447,0.495,0.626,0.478,0.777,0.662
1431490200148,1431490200148,São José : Vila Sudeste,2000,68.62,2.80,25.70,29.84,90.43,73.83,56.58,3.94,8.34,4.76,3.45,7.39,0.00,7.71,1.92,9.78,28.57,20.76,94.58,106.59,45.98,1.17,84.42,87.71,25.23,1.17,13.33,77.36,23.00,6.54,52.90,91.38,88.60,45.89,8.21,6.42,58.11,29.91,39.27,29.32,26.35,11.62,10.72,9.57,9.23,0.59,109.81,195.21,286.31,453.86,588.23,0.53,10.66,14.13,28.30,36.97,54.91,65.95,42.48,3.48,56.56,11.60,24.30,43.44,83.44,14.64,9.75,369.82,64.34,1570.82,150.22,234.78,353.95,1045.83,375.27,41.11,81.10,138.71,0.50,0.57,14.07,16.94,0.00,54.53,0.72,10.27,28.09,0.60,57.01,45.40,4.62,20.65,34.93,11.43,1.04,0.63,44.87,83.44,92.51,97.60,906.55,0.44,,4.83,53.77,76.51,74.12,82.27,,47.00,65.65,29.87,18.69,14.36,99.11,81.79,53.39,97.54,98.96,4.14,,56.78,86.67,8.62,52.00,35.60,50.89,4.62,60.11,17.31,,1.65,1.04,32.49,42.94,48.24,,34,23,34,21,26,12,19,22,10,12,10,26,5,2,3,0,1,260,34,31,22,26,26,28,27,16,15,9,11,32,6,8,3,4,1,299,,3,16,259,11,42,26,30,48,379,29,103,34,350,39,74,34,276,9,19,12,51,122,22,31,12,202,154,0,559,559,433,54,29,350,559,,,,,,116.86,52.86,104.17,91.38,25.63,88.68,79.15,0.293,0.381,0.539,0.349,0.727,0.616
1431490200149,1431490200149,Jardim Carvalho : Terra Mater,2000,76.42,1.36,11.80,13.78,95.41,86.13,49.76,10.73,12.43,3.45,0.00,2.17,0.97,2.33,1.61,2.57,7.21,2.77,104.81,107.58,99.49,46.95,93.58,96.50,72.01,28.03,38.91,90.38,43.26,17.14,86.99,98.86,95.96,13.61,2.31,9.40,91.52,79.38,88.12,73.03,70.09,63.89,67.45,56.55,54.42,18.27,488.02,790.60,1224.94,1950.79,2882.26,0.45,,,1.96,4.11,5.59,11.17,33.03,4.63,49.69,13.65,28.06,50.31,72.27,9.68,7.28,1399.60,324.23,4623.53,631.09,1008.24,1556.89,3477.57,1399.60,,112.83,175.57,0.35,0.28,23.24,2.80,0.12,63.92,0.27,8.95,24.89,6.82,71.59,44.57,10.67,11.58,83.16,67.97,22.15,1.47,13.48,39.54,51.50,75.92,2174.90,0.42,,1.03,30.77,76.17,67.19,84.33,,0.00,48.22,21.63,10.78,12.12,100.00,99.06,16.47,100.00,100.00,0.14,,6.98,61.09,1.14,10.32,0.85,21.45,0.00,14.07,1.59,,0.49,0.00,23.37,6.46,50.41,,38,27,46,39,32,40,30,43,25,18,11,39,11,17,10,8,2,436,34,45,29,40,30,48,51,34,41,20,23,31,24,25,22,10,8,515,,1,16,461,12,58,44,49,47,737,51,154,45,686,36,103,37,583,13,11,14,73,182,102,45,21,405,336,0,951,951,809,72,51,686,951,,,,,,111.72,113.69,112.40,98.86,78.69,97.48,96.63,0.73,0.804,0.821,0.779,0.857,0.83
1431490200150,1431490200150,Jardim do Salso : Cristiano Fischer,2000,77.58,1.23,10.30,12.01,95.98,87.71,36.47,9.81,12.30,0.00,0.83,0.84,0.00,0.84,0.00,1.02,3.73,1.47,100.13,97.56,109.15,85.36,91.26,93.06,70.55,44.15,45.36,90.33,56.62,27.99,81.33,97.64,96.02,11.34,1.00,6.69,88.96,81.19,91.05,80.22,78.22,77.09,76.30,67.07,65.37,29.87,585.63,1113.08,1781.28,3025.74,4196.99,0.49,,,1.50,3.27,3.86,5.90,36.31,3.43,53.35,11.34,25.00,46.65,71.24,12.81,9.41,2122.60,363.67,7708.15,839.98,1449.95,2297.60,5661.81,2122.60,,100.61,166.55,0.46,0.13,16.16,2.93,0.00,72.95,1.43,5.11,22.40,6.49,70.33,41.44,10.83,16.65,91.72,80.75,35.67,2.20,10.42,30.43,40.29,60.77,3402.52,0.57,,2.18,30.43,70.35,66.46,82.62,,60.03,62.95,28.70,12.80,7.77,100.00,99.64,11.39,100.00,100.00,0.00,,4.95,54.64,2.36,7.14,1.62,15.89,3.20,12.13,1.61,,0.28,0.00,40.87,5.68,58.35,,64,78,99,114,119,75,76,88,68,83,45,72,48,55,19,12,9,1124,70,75,114,125,105,97,95,107,91,120,61,53,55,53,47,24,20,1312,,3,37,1265,32,122,79,90,75,2024,120,452,130,1904,140,332,144,1572,27,25,27,131,373,239,75,68,1114,875,0,2436,2436,2177,153,120,1904,2430,,,,,,104.71,123.65,108.90,97.64,78.31,96.47,93.66,0.802,0.821,0.862,0.815,0.876,0.897
1431490200151,1431490200151,Bom Jesus : São Mateus,2000,76.42,1.36,11.80,13.78,95.41,86.13,36.57,9.21,12.43,1.48,0.84,2.04,0.62,2.12,0.58,2.44,7.21,2.77,104.81,107.58,99.49,46.95,93.58,96.50,72.01,28.03,38.91,90.38,43.26,17.14,86.99,98.86,95.96,13.61,2.31,9.40,91.52,79.38,88.12,73.03,70.09,63.89,67.45,56.55,54.42,18.27,488.02,790.60,1224.94,1950.79,2882.26,0.45,,,1.96,4.11,5.59,11.17,33.03,4.63,49.69,13.65,28.06,50.31,72.27,9.68,7.28,1399.60,324.23,4623.53,631.09,1008.24,1556.89,3477.57,1399.60,,112.83,175.57,0.35,0.28,23.24,2.80,0.12,63.92,0.27,8.95,24.89,6.82,71.59,44.57,10.67,11.58,83.16,67.97,22.15,1.47,13.48,39.54,51.50,75.92,2174.90,0.42,,1.03,30.77,76.17,67.19,84.33,,0.00,48.22,21.63,10.78,12.12,100.00,99.06,16.47,100.00,100.00,0.14,,6.98,61.09,1.14,10.32,0.85,21.45,0.00,14.07,1.59,,0.49,0.00,23.37,6.46,50.41,,79,81,114,104,91,115,86,93,71,76,50,63,39,26,23,24,8,1143,58,77,100,126,80,109,101,111,101,76,42,60,57,42,50,24,22,1236,,2,37,1238,29,135,99,92,81,1961,119,444,135,1842,140,325,138,1517,27,25,22,121,375,219,77,51,1041,815,0,2379,2379,2119,158,119,1842,2362,,,,,,111.72,113.69,112.40,98.86,78.69,97.48,96.63,0.73,0.804,0.821,0.779,0.857,0.83
1431490200152,1431490200152,Petrópolis : Av. Ferreira Viana,2000,78.16,1.20,9.60,11.18,96.25,88.47,36.93,13.01,13.03,0.41,0.15,0.61,0.05,0.64,0.36,0.75,2.88,4.33,94.35,92.53,97.86,97.94,90.38,91.25,73.80,54.88,55.01,92.19,62.80,28.00,89.25,99.04,96.70,1.29,0.00,3.90,92.72,97.62,98.53,86.51,84.43,84.24,87.34,77.19,75.44,43.10,865.26,1670.01,2589.45,4196.99,6168.60,0.47,,,,,1.02,1.57,33.96,3.87,51.17,12.36,26.51,48.83,68.22,10.99,8.28,2932.18,567.24,9958.40,1244.67,2074.21,3273.20,7501.56,2932.18,,,190.37,0.40,0.73,15.63,2.72,0.29,72.59,0.82,6.02,24.15,9.30,72.49,41.07,11.57,11.01,95.02,88.64,50.31,2.89,10.19,25.78,36.56,52.84,4087.44,0.57,,3.01,22.84,72.57,66.60,98.21,,55.84,17.41,27.68,9.73,8.29,100.00,99.77,4.93,100.00,100.00,0.00,,2.33,44.99,0.96,4.58,0.00,10.99,1.28,1.96,0.00,,0.15,0.00,0.00,0.75,100.00,,332,418,622,677,511,486,537,543,514,456,371,298,283,214,209,139,108,6718,286,468,646,708,615,579,674,715,702,639,495,335,407,373,368,269,312,8591,,27,156,8318,128,724,523,554,374,13172,682,2653,764,12490,886,1971,860,10519,116,111,124,684,2090,1992,468,336,7502,6148,0,15309,15309,14058,886,682,12490,15158,,,,,,93.26,113.22,100.07,99.04,94.06,97.78,95.31,0.865,0.91,0.91,0.895,0.886,0.949
1431490200153,1431490200153,Bom Jesus : Santa Izabel,2000,75.21,1.72,13.60,15.80,94.77,84.39,45.85,9.40,10.73,2.70,1.42,3.02,0.38,3.13,0.91,3.71,23.29,14.66,103.23,110.68,84.76,25.81,89.02,91.97,46.34,16.99,21.86,86.84,36.04,11.90,60.50,97.20,94.22,32.05,3.43,12.15,71.46,52.41,76.31,58.05,53.76,39.68,48.81,39.84,37.73,8.78,260.28,456.79,690.06,1171.25,1756.88,0.48,1.42,2.91,7.45,16.78,19.32,32.22,36.11,3.81,52.86,12.22,25.62,47.14,74.30,11.82,8.65,837.05,159.67,3022.86,351.89,560.86,900.38,2212.47,837.05,46.90,94.62,155.96,0.42,0.45,17.62,4.74,0.00,66.75,0.46,7.87,21.22,3.46,69.03,48.74,10.49,15.25,67.22,47.22,9.22,0.84,22.72,59.26,71.04,86.66,1516.35,0.44,,6.69,49.80,83.52,68.31,84.84,,47.72,48.33,32.27,16.79,20.29,99.71,96.38,26.54,99.62,100.00,0.12,,29.86,78.14,2.80,22.27,10.08,31.47,1.85,47.14,5.26,,1.54,0.00,28.95,2.74,77.97,,181,142,185,172,166,136,130,155,114,123,64,150,50,67,40,16,15,1906,147,142,180,197,162,151,173,181,165,131,105,147,89,95,72,40,43,2220,,19,105,2053,70,222,168,166,197,3217,211,734,217,3006,234,523,242,2483,61,56,73,303,736,388,142,103,1784,1407,0,4126,4126,3501,284,211,3006,4119,,,,,,121.21,96.23,114.02,97.20,47.01,94.16,82.29,0.581,0.56,0.708,0.567,0.837,0.747
1431490200154,1431490200154,Bom Jesus : Panamá / USB Bom Jesus,2000,73.29,2.08,16.60,19.29,93.66,81.52,49.35,7.42,9.60,1.33,0.92,4.81,2.48,5.11,0.68,5.73,23.77,19.01,97.67,108.72,69.43,16.72,82.92,89.60,35.12,8.68,13.94,76.59,35.12,11.59,55.96,92.19,87.80,28.25,5.15,13.55,56.24,41.72,66.69,50.06,45.93,23.18,30.87,25.08,23.64,2.98,217.52,342.59,522.18,845.91,1171.25,0.46,3.95,8.77,12.77,23.84,24.48,40.23,33.97,4.04,50.32,13.58,27.69,49.68,72.93,10.00,7.41,600.32,121.14,2039.22,286.54,423.46,659.92,1510.56,601.84,40.77,87.79,142.20,0.39,0.79,17.10,5.85,0.00,63.47,1.01,9.96,22.09,2.18,65.17,51.22,6.45,17.50,58.13,31.96,3.63,0.56,27.73,66.82,78.70,91.62,1149.15,0.36,,7.21,38.16,77.92,68.29,83.92,,48.42,61.77,34.14,18.11,18.54,99.85,94.10,32.88,99.42,100.00,1.40,,28.79,86.06,7.81,24.95,10.56,36.20,5.69,44.14,10.16,,2.80,0.00,45.79,16.22,61.49,,189,146,173,177,130,136,145,152,109,92,67,193,53,40,29,17,11,1859,186,143,213,180,165,158,154,175,112,113,88,168,87,67,64,28,41,2142,,21,83,1883,90,225,163,183,204,2976,218,743,236,2758,247,525,223,2233,81,68,78,357,800,297,143,116,1645,1252,0,4001,4001,3265,289,218,2758,3939,,,,,,119.51,83.89,109.49,92.19,36.00,88.05,80.73,0.501,0.443,0.637,0.462,0.805,0.694
1431490200155,1431490200155,Jardim Carvalho : Jardim Itália / Plano 100,2000,76.42,1.36,11.80,13.78,95.41,86.13,35.05,3.14,12.43,0.63,0.00,0.69,0.37,0.72,0.00,0.78,7.21,2.77,104.81,107.58,99.49,46.95,93.58,96.50,72.01,28.03,38.91,90.38,43.26,17.14,86.99,98.86,95.96,13.61,2.31,9.40,91.52,79.38,88.12,73.03,70.09,63.89,67.45,56.55,54.42,18.27,488.02,790.60,1224.94,1950.79,2882.26,0.45,,,1.96,4.11,5.59,11.17,33.03,4.63,49.69,13.65,28.06,50.31,72.27,9.68,7.28,1399.60,324.23,4623.53,631.09,1008.24,1556.89,3477.57,1399.60,,112.83,175.57,0.35,0.28,23.24,2.80,0.12,63.92,0.27,8.95,24.89,6.82,71.59,44.57,10.67,11.58,83.16,67.97,22.15,1.47,13.48,39.54,51.50,75.92,2174.90,0.42,,1.03,30.77,76.17,67.19,84.33,,0.00,48.22,21.63,10.78,12.12,99.61,99.06,16.47,100.00,100.00,0.14,,6.98,61.09,1.14,10.32,0.85,21.45,0.00,14.07,1.59,,0.49,0.00,23.37,6.46,50.41,,114,113,91,85,133,183,190,110,62,44,24,98,23,15,12,7,4,1308,128,103,101,103,182,209,202,138,86,57,34,90,40,27,7,9,8,1524,,2,33,1397,41,160,121,114,157,2186,107,380,114,2079,109,273,102,1806,44,35,31,209,476,89,103,57,1203,999,0,2832,2832,2402,216,107,2079,2815,,,,,,111.72,113.69,112.40,98.86,78.69,97.48,96.63,0.73,0.804,0.821,0.779,0.857,0.83
1431490200156,1431490200156,Jardim Itu : Rua Paul Harris,2000,75.21,1.72,13.60,15.80,94.77,84.39,44.83,13.55,10.73,0.00,2.11,1.91,0.77,1.90,0.00,2.12,23.29,14.66,103.23,110.68,84.76,25.81,89.02,91.97,46.34,16.99,21.86,86.84,36.04,11.90,60.50,97.20,94.22,32.05,3.43,12.15,71.46,52.41,76.31,58.05,53.76,39.68,48.81,39.84,37.73,8.78,260.28,456.79,690.06,1171.25,1756.88,0.48,1.42,2.91,7.45,16.78,19.32,32.22,36.11,3.81,52.86,12.22,25.62,47.14,74.30,11.82,8.65,837.05,159.67,3022.86,351.89,560.86,900.38,2212.47,837.05,46.90,94.62,155.96,0.42,0.45,17.62,4.74,0.00,66.75,0.46,7.87,21.22,3.46,69.03,48.74,10.49,15.25,67.22,47.22,9.22,0.84,22.72,59.26,71.04,86.66,1516.35,0.44,,6.69,49.80,83.52,68.31,84.84,,47.72,48.33,32.27,16.79,20.29,100.00,96.38,26.54,99.62,100.00,0.12,,29.86,78.14,2.80,22.27,10.08,31.47,1.85,47.14,5.26,,1.54,0.00,28.95,2.74,77.97,,51,72,92,72,64,69,60,68,57,48,52,65,49,54,35,15,12,935,62,54,88,104,67,75,96,82,70,53,62,49,73,57,49,23,30,1094,,8,47,1080,26,108,77,90,65,1676,95,356,119,1581,112,261,97,1320,22,22,26,110,313,275,54,45,929,737,0,2029,2029,1802,126,95,1581,2014,,,,,,121.21,96.23,114.02,97.20,47.01,94.16,82.29,0.581,0.56,0.708,0.567,0.837,0.747
1431490200157,1431490200157,Jardim Itu : Luiz Carvalho,2000,76.42,1.36,11.80,13.78,95.41,86.13,42.20,9.15,12.43,0.29,0.70,1.09,0.50,1.12,0.28,1.23,7.21,2.77,104.81,107.58,99.49,46.95,93.58,96.50,72.01,28.03,38.91,90.38,43.26,17.14,86.99,98.86,95.96,13.61,2.31,9.40,91.52,79.38,88.12,73.03,70.09,63.89,67.45,56.55,54.42,18.27,488.02,790.60,1224.94,1950.79,2882.26,0.45,,,1.96,4.11,5.59,11.17,33.03,4.63,49.69,13.65,28.06,50.31,72.27,9.68,7.28,1399.60,324.23,4623.53,631.09,1008.24,1556.89,3477.57,1399.60,,112.83,175.57,0.35,0.28,23.24,2.80,0.12,63.92,0.27,8.95,24.89,6.82,71.59,44.57,10.67,11.58,83.16,67.97,22.15,1.47,13.48,39.54,51.50,75.92,2174.90,0.42,,1.03,30.77,76.17,67.19,84.33,,0.00,48.22,21.63,10.78,12.12,99.89,99.06,16.47,100.00,100.00,0.14,,6.98,61.09,1.14,10.32,0.85,21.45,0.00,14.07,1.59,,0.49,0.00,23.37,6.46,50.41,,160,205,270,172,168,189,225,238,200,150,117,192,103,84,67,35,18,2593,170,227,237,214,191,241,271,267,228,173,116,183,126,116,87,45,55,2947,,4,88,2766,48,350,251,261,207,4403,287,893,318,4116,303,606,279,3510,75,71,77,386,1023,507,227,131,2367,1916,0,5540,5540,4835,432,287,4116,5533,,,,,,111.72,113.69,112.40,98.86,78.69,97.48,96.63,0.73,0.804,0.821,0.779,0.857,0.83
1431490200158,1431490200158,Santana : Vila Planetário,2000,74.22,1.96,15.10,17.54,94.21,82.93,75.00,5.40,10.11,2.44,0.00,7.24,7.79,7.93,2.04,7.97,21.52,15.32,101.39,110.93,76.58,11.24,87.44,91.27,38.37,6.95,21.24,82.47,31.24,5.98,60.46,95.64,91.98,36.10,5.01,12.83,76.74,45.67,73.30,51.43,45.39,22.18,33.71,25.95,23.80,2.97,226.44,356.26,536.82,794.01,1143.37,0.48,0.94,0.96,9.04,14.61,26.20,37.60,38.43,4.51,53.09,13.39,26.91,46.91,77.36,11.48,7.93,649.74,146.54,2496.67,288.39,439.14,649.81,1724.82,652.43,28.00,102.51,169.07,0.40,3.40,17.61,6.91,0.00,61.67,0.28,8.47,23.21,1.81,70.72,55.00,5.26,13.81,58.42,29.99,2.13,0.91,26.17,68.74,81.35,93.63,1158.41,0.37,,3.98,39.18,86.52,73.40,81.66,,25.23,46.86,23.60,13.83,14.04,100.00,95.49,28.64,99.21,99.89,0.83,,21.64,78.76,4.36,22.11,8.42,31.78,1.37,40.71,8.99,,1.24,0.11,33.38,21.77,33.56,,46,29,23,24,31,18,15,14,3,7,5,36,11,4,2,0,0,268,37,26,34,27,18,18,22,12,17,16,7,41,6,8,10,3,4,306,,2,12,241,18,41,30,29,47,359,31,108,36,328,37,77,29,251,18,16,19,75,147,31,26,20,202,141,0,574,574,414,55,31,328,574,,,,,,117.35,98.71,112.17,95.64,42.20,92.20,86.73,0.514,0.513,0.667,0.513,0.82,0.707
1431490200159,1431490200159,Petrópolis : Av. Ijuí / Grêmio Naútico União,2000,78.41,1.15,9.30,10.83,96.37,88.80,37.21,12.94,12.71,0.72,0.24,0.54,0.54,0.56,0.07,0.56,1.81,1.10,102.55,100.73,106.98,103.62,96.41,95.52,79.75,63.64,59.18,94.73,71.76,31.83,88.38,99.10,97.83,10.13,0.00,4.37,95.21,88.89,95.48,89.41,88.20,77.42,85.87,79.99,78.81,51.98,1171.25,2063.64,3352.13,5131.07,7483.01,0.47,,,0.17,,1.93,3.56,35.05,3.86,51.59,12.51,26.51,48.41,69.67,11.21,8.25,3753.62,724.96,13155.01,1622.91,2627.78,4110.13,9682.32,3753.62,,110.58,189.07,0.42,0.49,15.59,3.06,0.00,72.92,0.81,6.41,23.90,13.91,70.44,33.52,12.23,14.08,94.45,89.07,57.97,2.36,8.15,26.04,31.42,44.59,5265.89,0.63,,0.98,7.14,62.12,67.00,87.42,,0.00,48.13,19.34,9.00,8.93,99.96,99.84,6.79,100.00,100.00,0.00,,3.18,40.82,0.90,3.68,0.29,7.10,1.57,2.62,0.26,,0.41,0.00,11.04,0.79,74.52,,445,512,775,760,683,664,706,671,638,552,465,421,322,331,257,183,128,8513,390,527,797,928,758,773,897,944,866,762,566,427,470,503,413,306,365,10692,,10,60,10483,170,837,637,638,511,16483,837,3260,936,15646,1066,2423,1072,13223,154,175,156,875,2549,2486,527,418,9348,7623,0,19205,19205,17522,1039,837,15646,19088,,,,,,103.27,122.79,108.97,99.58,87.69,98.73,96.86,0.894,0.875,0.918,0.881,0.89,0.988
1431490200160,1431490200160,Farroupilha,2000,78.16,1.20,9.60,11.18,96.25,88.47,44.49,19.98,13.03,0.00,0.00,0.92,0.00,0.96,0.00,1.09,2.88,4.33,94.35,92.53,97.86,97.94,90.38,91.25,73.80,54.88,55.01,92.19,62.80,28.00,89.25,99.04,96.70,1.29,0.00,3.90,92.72,97.62,98.53,86.51,84.43,84.24,87.34,77.19,75.44,43.10,865.26,1670.01,2589.45,4196.99,6168.60,0.47,,,,,1.02,1.57,33.96,3.87,51.17,12.36,26.51,48.83,68.22,10.99,8.28,2932.18,567.24,9958.40,1244.67,2074.21,3273.20,7501.56,2932.18,,,190.37,0.40,0.73,15.63,2.72,0.29,72.59,0.82,6.02,24.15,9.30,72.49,41.07,11.57,11.01,95.02,88.64,50.31,2.89,10.19,25.78,36.56,52.84,4087.44,0.57,,3.01,22.84,72.57,66.60,98.21,,55.84,17.41,27.68,9.73,8.29,100.00,99.77,4.93,100.00,100.00,0.00,,2.33,44.99,0.96,4.58,0.00,10.99,1.28,1.96,0.00,,0.15,0.00,0.00,0.75,100.00,,20,12,35,33,42,31,40,32,22,23,32,17,32,22,27,14,15,449,20,27,39,48,38,46,38,46,43,51,54,23,37,41,47,26,28,652,,1,9,627,13,33,20,28,17,982,40,155,46,942,51,115,48,827,10,7,9,39,112,220,27,21,582,495,0,1101,1101,1021,39,40,942,1088,,,,,,93.26,113.22,100.07,99.04,94.06,97.78,95.31,0.865,0.91,0.91,0.895,0.886,0.949
